Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas60            Pavarde60           1         1         5         1         8         1
Vardas61            Pavarde61           5         3         10        6         4         10
Vardas62            Pavarde62           3         5         0         7         5         2
Vardas63            Pavarde63           7         5         3         4         5         3
Vardas64            Pavarde64           0         1         4         4         7         0
Vardas65            Pavarde65           6         4         2         8         5         4
Vardas66            Pavarde66           6         2         3         5         4         5
Vardas67            Pavarde67           2         1         7         10        4         9
Vardas68            Pavarde68           0         9         7         1         7         8
Vardas69            Pavarde69           0         7         6         2         10        9
Vardas70            Pavarde70           9         2         2         2         9         8
Vardas71            Pavarde71           2         0         4         3         6         6
Vardas72            Pavarde72           3         2         8         5         6         4
Vardas73            Pavarde73           1         3         6         2         7         5
Vardas74            Pavarde74           10        7         8         10        10        6
Vardas75            Pavarde75           10        9         5         10        6         4
Vardas76            Pavarde76           5         5         10        2         8         9
Vardas77            Pavarde77           6         3         9         9         10        3
Vardas78            Pavarde78           3         3         4         2         6         0
Vardas79            Pavarde79           6         10        0         5         6         2
Vardas80            Pavarde80           4         5         7         7         2         1
Vardas81            Pavarde81           0         6         8         8         4         10
Vardas82            Pavarde82           6         0         0         2         9         0
Vardas83            Pavarde83           1         7         1         5         5         3
Vardas84            Pavarde84           4         0         0         5         4         7
Vardas85            Pavarde85           0         9         10        4         0         10
Vardas86            Pavarde86           0         1         0         6         3         4
Vardas87            Pavarde87           5         9         7         2         3         9
Vardas88            Pavarde88           4         7         2         8         1         0
Vardas89            Pavarde89           1         9         2         10        8         8
Vardas90            Pavarde90           2         2         4         0         4         6
Vardas91            Pavarde91           3         9         5         6         4         6
Vardas92            Pavarde92           0         5         3         9         9         7
Vardas93            Pavarde93           7         6         10        4         5         6
Vardas94            Pavarde94           1         9         4         9         9         2
Vardas95            Pavarde95           7         1         10        6         8         10
Vardas96            Pavarde96           8         5         2         4         2         7
Vardas97            Pavarde97           5         10        1         5         5         4
Vardas98            Pavarde98           8         3         3         4         0         1
Vardas99            Pavarde99           3         2         6         10        5         5
Vardas100           Pavarde100          2         6         7         5         7         5
Vardas101           Pavarde101          8         0         10        4         9         5
Vardas102           Pavarde102          0         3         1         6         4         9
Vardas103           Pavarde103          4         4         6         6         4         9
Vardas104           Pavarde104          2         5         3         6         10        2
Vardas105           Pavarde105          8         5         7         7         8         2
Vardas106           Pavarde106          0         10        1         2         3         0
Vardas107           Pavarde107          2         9         9         5         9         6
Vardas108           Pavarde108          6         9         4         8         4         6
Vardas109           Pavarde109          1         0         8         2         8         9
Vardas110           Pavarde110          1         0         3         7         0         6
Vardas111           Pavarde111          6         0         1         8         2         8
Vardas112           Pavarde112          3         6         8         2         2         8
Vardas113           Pavarde113          6         5         2         2         7         1
Vardas114           Pavarde114          6         2         9         5         1         8
Vardas115           Pavarde115          5         3         1         1         2         2
Vardas116           Pavarde116          6         9         9         7         2         1
Vardas117           Pavarde117          1         2         7         7         9         2
Vardas118           Pavarde118          2         5         1         2         0         1
Vardas119           Pavarde119          4         2         3         9         4         5
Vardas120           Pavarde120          1         3         5         7         4         9
Vardas121           Pavarde121          9         1         3         9         6         1
Vardas122           Pavarde122          0         2         6         7         8         5
Vardas123           Pavarde123          7         7         4         0         2         7
Vardas124           Pavarde124          3         1         9         9         9         10
Vardas125           Pavarde125          1         9         8         7         8         7
Vardas126           Pavarde126          9         2         0         6         5         5
Vardas127           Pavarde127          2         2         2         10        6         3
Vardas128           Pavarde128          10        0         5         8         4         5
Vardas129           Pavarde129          3         7         1         7         4         0
Vardas130           Pavarde130          4         1         7         9         10        8
Vardas131           Pavarde131          9         5         2         1         7         9
Vardas132           Pavarde132          1         9         4         1         5         5
Vardas133           Pavarde133          1         3         5         8         1         2
Vardas134           Pavarde134          7         5         9         2         5         3
Vardas135           Pavarde135          9         0         8         10        7         10
Vardas136           Pavarde136          3         5         5         7         1         3
Vardas137           Pavarde137          6         3         9         3         0         2
Vardas138           Pavarde138          4         10        3         8         4         10
Vardas139           Pavarde139          8         0         2         3         3         1
Vardas140           Pavarde140          3         2         9         3         9         6
Vardas141           Pavarde141          4         7         9         9         4         5
Vardas142           Pavarde142          2         0         10        5         4         4
Vardas143           Pavarde143          4         3         6         8         7         1
Vardas144           Pavarde144          4         6         1         10        1         0
Vardas145           Pavarde145          5         5         9         8         3         6
Vardas146           Pavarde146          3         2         0         1         2         6
Vardas147           Pavarde147          8         0         6         10        5         2
Vardas148           Pavarde148          8         7         5         4         4         3
Vardas149           Pavarde149          1         4         6         8         5         5
Vardas150           Pavarde150          9         1         6         9         6         3
Vardas151           Pavarde151          6         2         6         9         2         10
Vardas152           Pavarde152          6         5         0         7         1         2
Vardas153           Pavarde153          2         8         8         0         5         3
Vardas154           Pavarde154          2         4         9         2         5         6
Vardas155           Pavarde155          1         9         6         3         6         0
Vardas156           Pavarde156          2         5         2         8         1         2
Vardas157           Pavarde157          10        9         6         6         6         10
Vardas158           Pavarde158          0         4         7         8         0         5
Vardas159           Pavarde159          5         8         2         9         6         5
Vardas160           Pavarde160          1         5         2         2         9         3
Vardas161           Pavarde161          10        0         10        0         2         10
Vardas162           Pavarde162          3         7         2         4         4         2
Vardas163           Pavarde163          1         2         8         6         2         6
Vardas164           Pavarde164          5         6         2         6         1         0
Vardas165           Pavarde165          5         0         2         0         9         9
Vardas166           Pavarde166          9         4         5         9         2         2
Vardas167           Pavarde167          10        3         6         7         2         6
Vardas168           Pavarde168          0         5         1         7         5         10
Vardas169           Pavarde169          2         2         5         0         10        2
Vardas170           Pavarde170          0         6         9         0         1         5
Vardas171           Pavarde171          9         5         0         9         1         3
Vardas172           Pavarde172          3         8         9         3         6         10
Vardas173           Pavarde173          0         7         8         8         3         6
Vardas174           Pavarde174          10        3         1         10        10        7
Vardas175           Pavarde175          6         7         8         3         2         1
Vardas176           Pavarde176          2         9         2         5         7         3
Vardas177           Pavarde177          7         2         4         7         4         1
Vardas178           Pavarde178          1         10        4         3         3         2
Vardas179           Pavarde179          9         3         7         9         3         4
Vardas180           Pavarde180          4         9         10        2         4         9
Vardas181           Pavarde181          10        7         8         9         10        4
Vardas182           Pavarde182          5         2         0         4         8         6
Vardas183           Pavarde183          9         0         7         5         9         0
Vardas184           Pavarde184          10        8         1         10        5         8
Vardas185           Pavarde185          4         4         10        8         10        10
Vardas186           Pavarde186          1         1         3         9         10        2
Vardas187           Pavarde187          1         10        0         3         3         4
Vardas188           Pavarde188          8         0         5         3         8         0
Vardas189           Pavarde189          7         7         5         8         3         7
Vardas190           Pavarde190          2         10        2         3         4         8
Vardas191           Pavarde191          5         6         2         5         6         10
Vardas192           Pavarde192          8         3         0         3         7         4
Vardas193           Pavarde193          2         10        8         6         1         5
Vardas194           Pavarde194          2         4         9         6         5         2
Vardas195           Pavarde195          2         1         0         1         4         9
Vardas196           Pavarde196          3         1         9         7         3         3
Vardas197           Pavarde197          9         6         2         4         4         0
Vardas198           Pavarde198          0         4         4         2         4         8
Vardas199           Pavarde199          5         2         1         8         10        1
Vardas200           Pavarde200          7         5         6         2         7         5
Vardas201           Pavarde201          4         4         2         5         1         7
Vardas202           Pavarde202          3         5         2         1         9         5
Vardas203           Pavarde203          7         6         1         5         9         1
Vardas204           Pavarde204          10        5         1         5         0         6
Vardas205           Pavarde205          8         8         10        5         1         5
Vardas206           Pavarde206          5         8         6         9         3         0
Vardas207           Pavarde207          2         3         6         9         1         10
Vardas208           Pavarde208          3         1         9         3         8         1
Vardas209           Pavarde209          0         9         2         8         8         7
Vardas210           Pavarde210          3         0         9         7         5         0
Vardas211           Pavarde211          3         10        10        4         3         2
Vardas212           Pavarde212          10        2         4         0         3         5
Vardas213           Pavarde213          4         7         10        1         4         5
Vardas214           Pavarde214          7         9         6         1         8         0
Vardas215           Pavarde215          9         1         10        3         5         9
Vardas216           Pavarde216          4         4         10        0         6         2
Vardas217           Pavarde217          8         5         4         6         5         0
Vardas218           Pavarde218          7         0         9         1         0         0
Vardas219           Pavarde219          3         1         8         4         3         0
Vardas220           Pavarde220          9         3         7         10        3         3
Vardas221           Pavarde221          2         3         0         1         1         8
Vardas222           Pavarde222          0         3         6         0         4         10
Vardas223           Pavarde223          2         4         0         4         8         10
Vardas224           Pavarde224          0         2         4         10        3         2
Vardas225           Pavarde225          0         7         10        8         8         9
Vardas226           Pavarde226          5         5         6         9         3         2
Vardas227           Pavarde227          6         6         6         4         0         2
Vardas228           Pavarde228          7         9         1         4         6         4
Vardas229           Pavarde229          6         1         8         7         8         2
Vardas230           Pavarde230          1         2         1         0         4         4
Vardas231           Pavarde231          1         6         3         9         9         7
Vardas232           Pavarde232          10        1         2         1         9         1
Vardas233           Pavarde233          7         2         8         1         7         7
Vardas234           Pavarde234          8         3         4         1         0         9
Vardas235           Pavarde235          10        0         5         2         10        8
Vardas236           Pavarde236          6         6         1         2         0         6
Vardas237           Pavarde237          10        9         9         8         3         4
Vardas238           Pavarde238          8         8         4         8         3         9
Vardas239           Pavarde239          5         9         1         4         10        4
Vardas240           Pavarde240          1         9         8         8         5         0
Vardas241           Pavarde241          1         6         5         5         5         7
Vardas242           Pavarde242          10        1         3         10        2         10
Vardas243           Pavarde243          7         1         4         8         10        1
Vardas244           Pavarde244          1         1         5         2         7         8
Vardas245           Pavarde245          1         9         0         9         0         3
Vardas246           Pavarde246          9         1         3         3         1         3
Vardas247           Pavarde247          1         2         7         4         10        7
Vardas248           Pavarde248          0         0         7         1         3         5
Vardas249           Pavarde249          1         9         6         0         6         8
Vardas250           Pavarde250          7         7         10        8         6         6
Vardas251           Pavarde251          3         9         9         8         7         9
Vardas252           Pavarde252          1         3         1         10        1         6
Vardas253           Pavarde253          4         1         8         2         8         5
Vardas254           Pavarde254          5         8         2         0         0         1
Vardas255           Pavarde255          8         5         6         5         10        2
Vardas256           Pavarde256          2         10        8         4         3         10
Vardas257           Pavarde257          10        4         5         0         1         4
Vardas258           Pavarde258          6         0         10        6         8         9
Vardas259           Pavarde259          8         6         0         4         3         5
Vardas260           Pavarde260          6         9         1         8         2         4
Vardas261           Pavarde261          0         5         3         1         3         6
Vardas262           Pavarde262          2         2         8         5         4         6
Vardas263           Pavarde263          4         6         6         7         1         3
Vardas264           Pavarde264          2         5         9         5         2         8
Vardas265           Pavarde265          5         7         9         7         6         7
Vardas266           Pavarde266          9         9         2         4         9         9
Vardas267           Pavarde267          1         6         2         4         3         10
Vardas268           Pavarde268          5         3         3         5         3         4
Vardas269           Pavarde269          8         10        9         10        2         3
Vardas270           Pavarde270          0         3         7         0         7         2
Vardas271           Pavarde271          5         8         1         3         9         0
Vardas272           Pavarde272          10        10        6         0         7         8
Vardas273           Pavarde273          5         7         0         10        5         4
Vardas274           Pavarde274          10        6         3         6         9         1
Vardas275           Pavarde275          4         0         2         0         10        8
Vardas276           Pavarde276          4         6         0         0         8         9
Vardas277           Pavarde277          3         1         6         6         7         8
Vardas278           Pavarde278          8         3         8         7         1         7
Vardas279           Pavarde279          2         2         10        6         7         2
Vardas280           Pavarde280          7         0         0         0         2         4
Vardas281           Pavarde281          4         8         5         7         3         7
Vardas282           Pavarde282          6         5         8         2         10        8
Vardas283           Pavarde283          6         6         1         9         10        1
Vardas284           Pavarde284          8         3         3         7         4         4
Vardas285           Pavarde285          5         3         8         0         0         1
Vardas286           Pavarde286          0         5         7         3         5         10
Vardas287           Pavarde287          10        10        10        5         1         8
Vardas288           Pavarde288          9         2         10        7         3         4
Vardas289           Pavarde289          2         5         7         1         8         9
Vardas290           Pavarde290          6         9         3         0         5         1
Vardas291           Pavarde291          0         0         8         8         0         2
Vardas292           Pavarde292          3         6         3         10        1         3
Vardas293           Pavarde293          3         2         7         8         10        4
Vardas294           Pavarde294          7         6         4         6         10        9
Vardas295           Pavarde295          4         1         5         3         7         2
Vardas296           Pavarde296          6         9         8         10        10        5
Vardas297           Pavarde297          0         7         5         1         0         9
Vardas298           Pavarde298          0         8         8         6         4         0
Vardas299           Pavarde299          4         10        9         6         1         8
Vardas300           Pavarde300          8         0         4         9         8         7
Vardas301           Pavarde301          0         1         1         10        1         1
Vardas302           Pavarde302          1         10        6         8         4         1
Vardas303           Pavarde303          5         10        10        0         5         2
Vardas304           Pavarde304          10        6         3         0         5         7
Vardas305           Pavarde305          9         7         9         6         3         3
Vardas306           Pavarde306          5         7         1         6         4         7
Vardas307           Pavarde307          8         6         9         2         2         6
Vardas308           Pavarde308          3         8         2         1         8         1
Vardas309           Pavarde309          1         7         0         1         9         2
Vardas310           Pavarde310          10        8         7         5         6         6
Vardas311           Pavarde311          10        1         3         6         2         3
Vardas312           Pavarde312          5         8         4         10        4         7
Vardas313           Pavarde313          0         9         0         3         6         0
Vardas314           Pavarde314          9         1         9         0         2         7
Vardas315           Pavarde315          10        0         1         9         9         10
Vardas316           Pavarde316          6         7         7         9         5         2
Vardas317           Pavarde317          9         6         5         9         1         0
Vardas318           Pavarde318          9         3         10        10        7         10
Vardas319           Pavarde319          5         8         10        5         5         8
Vardas320           Pavarde320          0         10        9         7         10        3
Vardas321           Pavarde321          9         1         7         7         10        0
Vardas322           Pavarde322          10        3         4         9         10        6
Vardas323           Pavarde323          2         0         10        1         6         8
Vardas324           Pavarde324          10        6         5         5         7         9
Vardas325           Pavarde325          0         4         1         3         4         8
Vardas326           Pavarde326          5         10        9         8         7         5
Vardas327           Pavarde327          4         9         9         10        3         4
Vardas328           Pavarde328          8         4         1         3         2         4
Vardas329           Pavarde329          7         0         9         2         10        10
Vardas330           Pavarde330          2         3         10        9         10        1
Vardas331           Pavarde331          2         3         9         10        7         4
Vardas332           Pavarde332          3         5         10        4         5         5
Vardas333           Pavarde333          2         4         2         2         5         7
Vardas334           Pavarde334          5         2         8         6         8         2
Vardas335           Pavarde335          4         7         7         0         4         0
Vardas336           Pavarde336          2         2         2         5         7         6
Vardas337           Pavarde337          0         3         3         7         10        10
Vardas338           Pavarde338          10        10        1         9         10        10
Vardas339           Pavarde339          9         3         9         5         5         6
Vardas340           Pavarde340          8         0         8         5         3         1
Vardas341           Pavarde341          6         8         9         3         5         9
Vardas342           Pavarde342          7         2         2         7         4         6
Vardas343           Pavarde343          3         4         5         6         10        6
Vardas344           Pavarde344          9         2         8         10        10        9
Vardas345           Pavarde345          5         4         1         5         9         6
Vardas346           Pavarde346          10        3         5         6         8         1
Vardas347           Pavarde347          7         4         8         5         10        0
Vardas348           Pavarde348          10        9         7         5         1         2
Vardas349           Pavarde349          5         1         1         9         10        6
Vardas350           Pavarde350          10        7         2         7         8         0
Vardas351           Pavarde351          2         10        8         3         5         3
Vardas352           Pavarde352          4         9         8         5         4         6
Vardas353           Pavarde353          8         10        8         5         2         10
Vardas354           Pavarde354          4         0         8         2         7         4
Vardas355           Pavarde355          6         0         1         2         3         9
Vardas356           Pavarde356          9         2         5         9         4         10
Vardas357           Pavarde357          5         6         6         5         1         1
Vardas358           Pavarde358          4         8         3         3         8         8
Vardas359           Pavarde359          8         7         9         6         3         6
Vardas360           Pavarde360          2         7         2         9         3         1
Vardas361           Pavarde361          10        9         6         1         7         9
Vardas362           Pavarde362          5         7         3         8         6         9
Vardas363           Pavarde363          5         2         3         0         0         6
Vardas364           Pavarde364          10        1         0         8         2         7
Vardas365           Pavarde365          2         1         1         10        8         10
Vardas366           Pavarde366          0         9         6         1         2         8
Vardas367           Pavarde367          6         3         1         10        2         0
Vardas368           Pavarde368          5         0         9         9         10        8
Vardas369           Pavarde369          6         5         1         8         7         10
Vardas370           Pavarde370          2         0         2         0         10        10
Vardas371           Pavarde371          3         8         3         10        3         2
Vardas372           Pavarde372          7         0         4         10        6         1
Vardas373           Pavarde373          2         10        2         4         2         6
Vardas374           Pavarde374          4         0         4         3         1         4
Vardas375           Pavarde375          5         1         4         1         9         10
Vardas376           Pavarde376          3         8         8         4         10        6
Vardas377           Pavarde377          5         6         7         5         2         1
Vardas378           Pavarde378          8         1         9         9         7         1
Vardas379           Pavarde379          6         6         5         2         3         2
Vardas380           Pavarde380          8         1         0         10        2         0
Vardas381           Pavarde381          1         9         0         2         0         1
Vardas382           Pavarde382          4         3         1         7         7         2
Vardas383           Pavarde383          2         6         6         5         6         0
Vardas384           Pavarde384          0         1         4         4         1         3
Vardas385           Pavarde385          6         6         3         2         1         0
Vardas386           Pavarde386          8         10        7         8         2         9
Vardas387           Pavarde387          0         3         8         8         5         5
Vardas388           Pavarde388          9         7         3         10        3         1
Vardas389           Pavarde389          4         0         5         6         5         4
Vardas390           Pavarde390          1         4         7         6         8         2
Vardas391           Pavarde391          10        2         4         10        6         1
Vardas392           Pavarde392          0         7         2         6         2         3
Vardas393           Pavarde393          8         8         7         9         5         9
Vardas394           Pavarde394          9         4         4         6         2         6
Vardas395           Pavarde395          0         7         1         5         6         3
Vardas396           Pavarde396          9         10        2         4         10        1
Vardas397           Pavarde397          2         10        6         10        4         8
Vardas398           Pavarde398          1         0         3         5         5         8
Vardas399           Pavarde399          2         2         10        3         2         2
Vardas400           Pavarde400          3         8         10        5         8         5
Vardas401           Pavarde401          4         4         1         6         8         9
Vardas402           Pavarde402          9         4         6         4         3         6
Vardas403           Pavarde403          0         0         1         3         5         0
Vardas404           Pavarde404          5         6         3         0         6         7
Vardas405           Pavarde405          9         9         7         4         5         1
Vardas406           Pavarde406          10        7         7         8         8         2
Vardas407           Pavarde407          8         9         1         9         3         3
Vardas408           Pavarde408          8         10        4         9         3         7
Vardas409           Pavarde409          10        10        4         3         9         9
Vardas410           Pavarde410          0         5         1         7         8         9
Vardas411           Pavarde411          4         8         8         1         7         0
Vardas412           Pavarde412          2         3         2         2         1         3
Vardas413           Pavarde413          4         1         1         0         10        2
Vardas414           Pavarde414          5         5         5         1         8         2
Vardas415           Pavarde415          6         9         8         6         4         4
Vardas416           Pavarde416          5         8         4         5         1         9
Vardas417           Pavarde417          5         7         5         9         9         2
Vardas418           Pavarde418          6         2         10        0         3         0
Vardas419           Pavarde419          9         4         4         2         2         7
Vardas420           Pavarde420          7         3         1         5         1         0
Vardas421           Pavarde421          7         8         6         10        4         5
Vardas422           Pavarde422          7         9         4         0         3         0
Vardas423           Pavarde423          10        1         7         5         2         4
Vardas424           Pavarde424          3         4         2         5         0         6
Vardas425           Pavarde425          1         5         5         5         2         1
Vardas426           Pavarde426          2         6         1         6         9         9
Vardas427           Pavarde427          3         0         6         3         3         2
Vardas428           Pavarde428          7         2         3         4         4         6
Vardas429           Pavarde429          5         4         7         4         6         3
Vardas430           Pavarde430          3         3         7         2         2         8
Vardas431           Pavarde431          10        7         8         3         6         0
Vardas432           Pavarde432          5         3         8         4         3         0
Vardas433           Pavarde433          10        4         6         2         2         4
Vardas434           Pavarde434          10        4         3         10        2         8
Vardas435           Pavarde435          1         9         5         4         9         8
Vardas436           Pavarde436          1         10        5         4         4         10
Vardas437           Pavarde437          10        1         3         1         2         5
Vardas438           Pavarde438          1         6         4         2         5         2
Vardas439           Pavarde439          0         4         10        4         1         0
Vardas440           Pavarde440          7         0         10        4         5         5
Vardas441           Pavarde441          7         7         4         9         3         6
Vardas442           Pavarde442          7         5         0         2         8         3
Vardas443           Pavarde443          6         6         8         4         2         6
Vardas444           Pavarde444          2         9         10        4         4         4
Vardas445           Pavarde445          5         1         5         5         7         3
Vardas446           Pavarde446          7         9         6         10        5         8
Vardas447           Pavarde447          2         8         6         9         9         0
Vardas448           Pavarde448          3         9         9         1         9         2
Vardas449           Pavarde449          6         0         5         4         10        10
Vardas450           Pavarde450          5         4         0         10        8         4
Vardas451           Pavarde451          4         8         0         5         10        2
Vardas452           Pavarde452          7         8         0         7         10        9
Vardas453           Pavarde453          0         6         9         7         10        1
Vardas454           Pavarde454          6         5         8         9         9         1
Vardas455           Pavarde455          3         0         2         8         0         9
Vardas456           Pavarde456          10        3         7         9         4         1
Vardas457           Pavarde457          2         6         10        3         10        5
Vardas458           Pavarde458          4         2         2         6         2         8
Vardas459           Pavarde459          10        7         4         1         2         5
Vardas460           Pavarde460          2         10        2         7         4         10
Vardas461           Pavarde461          1         9         2         3         4         5
Vardas462           Pavarde462          5         1         2         10        9         7
Vardas463           Pavarde463          10        3         9         1         4         2
Vardas464           Pavarde464          0         0         10        4         3         4
Vardas465           Pavarde465          8         6         9         8         0         10
Vardas466           Pavarde466          10        1         6         7         5         1
Vardas467           Pavarde467          1         0         4         3         3         8
Vardas468           Pavarde468          6         2         5         0         9         4
Vardas469           Pavarde469          9         5         5         5         9         5
Vardas470           Pavarde470          5         2         10        0         9         2
Vardas471           Pavarde471          7         2         3         3         4         10
Vardas472           Pavarde472          10        10        1         9         0         2
Vardas473           Pavarde473          2         8         2         0         5         9
Vardas474           Pavarde474          0         10        6         6         3         9
Vardas475           Pavarde475          3         3         4         3         3         0
Vardas476           Pavarde476          2         8         2         7         8         7
Vardas477           Pavarde477          0         4         6         0         9         7
Vardas478           Pavarde478          10        3         7         1         8         6
Vardas479           Pavarde479          6         4         6         2         3         2
Vardas480           Pavarde480          5         2         2         7         4         9
Vardas481           Pavarde481          1         4         9         0         10        7
Vardas482           Pavarde482          1         7         10        8         8         7
Vardas483           Pavarde483          1         5         5         4         2         4
Vardas484           Pavarde484          3         8         0         3         10        4
Vardas485           Pavarde485          9         10        9         1         9         9
Vardas486           Pavarde486          9         7         3         4         7         1
Vardas487           Pavarde487          0         7         5         9         1         6
Vardas488           Pavarde488          0         1         1         10        3         3
Vardas489           Pavarde489          3         2         2         7         1         5
Vardas490           Pavarde490          3         2         2         10        10        8
Vardas491           Pavarde491          6         8         10        8         10        3
Vardas492           Pavarde492          2         10        5         10        7         0
Vardas493           Pavarde493          2         7         4         0         6         0
Vardas494           Pavarde494          1         0         9         3         3         3
Vardas495           Pavarde495          6         1         10        3         7         8
Vardas496           Pavarde496          7         0         5         3         9         4
Vardas497           Pavarde497          1         6         4         8         6         6
Vardas498           Pavarde498          4         7         8         4         3         8
Vardas499           Pavarde499          3         7         1         2         1         6
Vardas500           Pavarde500          3         5         6         8         0         7
Vardas501           Pavarde501          4         3         0         7         6         6
Vardas502           Pavarde502          4         9         10        6         10        9
Vardas503           Pavarde503          4         1         1         10        5         4
Vardas504           Pavarde504          2         8         4         3         7         9
Vardas505           Pavarde505          5         7         0         1         0         0
Vardas506           Pavarde506          9         0         9         7         2         5
Vardas507           Pavarde507          6         1         1         8         9         6
Vardas508           Pavarde508          1         7         2         2         6         0
Vardas509           Pavarde509          3         2         6         8         10        4
Vardas510           Pavarde510          3         9         7         9         7         8
Vardas511           Pavarde511          4         0         9         6         2         4
Vardas512           Pavarde512          3         9         8         3         4         3
Vardas513           Pavarde513          2         5         0         10        9         7
Vardas514           Pavarde514          9         6         10        8         9         3
Vardas515           Pavarde515          7         8         4         10        2         0
Vardas516           Pavarde516          10        0         6         7         3         2
Vardas517           Pavarde517          0         2         2         0         7         4
Vardas518           Pavarde518          4         10        3         10        4         7
Vardas519           Pavarde519          9         7         2         6         1         9
Vardas520           Pavarde520          4         10        7         10        2         0
Vardas521           Pavarde521          7         4         6         3         10        7
Vardas522           Pavarde522          0         10        3         6         0         5
Vardas523           Pavarde523          7         3         4         1         1         3
Vardas524           Pavarde524          0         6         8         0         3         10
Vardas525           Pavarde525          4         8         6         6         4         10
Vardas526           Pavarde526          3         10        10        6         4         9
Vardas527           Pavarde527          1         6         8         0         2         8
Vardas528           Pavarde528          4         3         6         2         10        7
Vardas529           Pavarde529          9         7         7         6         10        6
Vardas530           Pavarde530          6         0         10        7         0         1
Vardas531           Pavarde531          2         7         7         10        0         1
Vardas532           Pavarde532          1         4         8         9         6         1
Vardas533           Pavarde533          3         9         9         9         0         9
Vardas534           Pavarde534          8         7         0         7         8         9
Vardas535           Pavarde535          2         9         0         1         2         6
Vardas536           Pavarde536          6         1         5         1         1         6
Vardas537           Pavarde537          6         0         4         7         1         7
Vardas538           Pavarde538          3         5         3         5         8         4
Vardas539           Pavarde539          7         1         3         8         0         7
Vardas540           Pavarde540          6         1         10        8         2         2
Vardas541           Pavarde541          4         10        7         7         10        7
Vardas542           Pavarde542          2         8         7         7         3         2
Vardas543           Pavarde543          9         5         6         3         2         8
Vardas544           Pavarde544          3         7         9         6         6         3
Vardas545           Pavarde545          0         4         0         0         6         3
Vardas546           Pavarde546          9         4         5         10        2         8
Vardas547           Pavarde547          9         3         5         5         1         0
Vardas548           Pavarde548          5         9         1         2         5         9
Vardas549           Pavarde549          7         0         8         2         9         7
Vardas550           Pavarde550          2         5         1         3         4         2
Vardas551           Pavarde551          5         7         7         0         6         6
Vardas552           Pavarde552          10        5         1         4         0         6
Vardas553           Pavarde553          10        10        8         4         3         7
Vardas554           Pavarde554          9         1         3         7         9         0
Vardas555           Pavarde555          0         4         9         0         10        8
Vardas556           Pavarde556          9         7         5         6         0         1
Vardas557           Pavarde557          7         0         1         0         3         0
